loss,cer
0.46413277202906206,0.9767917267917268
0.4226836347450535,0.9270042362720806
0.40018434694694854,0.8969063923898851
0.38642485825174566,0.8764472247045973
0.37683605142644017,0.8640520576855435
0.3704129068921503,0.8547758350221168
0.3652665090473234,0.846126430636752
0.3602492819582461,0.8396080376331966
0.35650126425326173,0.8333525049993806
0.3536625867426404,0.8284097349159091
0.35074539633354207,0.8238709513637797
0.3483664728735784,0.8202423788440187
0.34606450052313803,0.8162577480930141
0.34428959643224405,0.8131056218886958
0.34234029049709064,0.8096502202831601
0.3407922980133346,0.8067452409801428
0.3390849449588604,0.8038594531145037
0.3374615583339521,0.8011451859036246
0.335892722377249,0.798501732411344
0.3346381305412898,0.7962488015340364
0.3334035345509196,0.7938872352767766
0.3323459902606586,0.791766873281362
0.3313479365398537,0.7895339451321118
0.3302902149608645,0.787722011574536
0.32931678911887996,0.7858710240611031
0.3283922185136805,0.784024837274355
0.3273973760584939,0.7820852718776112
0.3265889838734047,0.7801125181400712
0.3257853104812233,0.7782706437109332
0.32484353667478477,0.7764552421327247
0.32408609666200516,0.7743997189628292
0.3232425771859126,0.772415447588008
0.32248407788440575,0.7703371951440041
0.32152646262155665,0.7682338963111556
0.320617741731193,0.7661735271279878
0.319596169102019,0.7639133779393779
0.3186037485966187,0.7614806975428543
0.3175042038067214,0.7585229144680624
0.3164210011262719,0.755842518337757
0.3153293221268017,0.7529911752752696
0.31422154800476315,0.7502230870588144
0.3131792598954916,0.7473689297297912
0.3120013794279788,0.7442431714017045
0.31077358819972856,0.7410850244334525
0.30950161637785717,0.7377856428406555
0.3081646755904317,0.7342093341725051
0.30682849230851533,0.7305904751594113
0.3055610170912932,0.7270062014682108
0.3042267368510573,0.7233802583932397
0.3029546886899458,0.7196139358202076
0.30164410977819983,0.7160540726064369
0.3003276483165808,0.7122366504260111
0.29896947148500175,0.7082679482517535
0.2976162939527168,0.7044848648962871
0.29633919979867607,0.7006803753775245
0.2950119413005597,0.6968321425099467
0.29372701657414124,0.6931257632364644
0.2924956522805079,0.6894232035468153
0.2912248695916415,0.6855548081213594
0.2899297323321555,0.6815029628893965
0.2886407018237895,0.6776293440615161
0.28746344878811114,0.6739033067158067
0.2862873587001792,0.6702466287063442
0.28511613531806074,0.6664350661022307
0.2839654778492749,0.6628222085024245
0.28272370831044624,0.6589961211013646
0.28145142813155166,0.6552879259344627
0.28028298524356327,0.6516493926385333
0.279179028164997,0.648014170285407
0.2780997077450423,0.6445663343458585
0.27702307690167693,0.6413353203242297
0.27589406594538574,0.6377596533356931
0.27480059039180593,0.6343509526119919
0.2737320604891056,0.6310459520424645
0.27275664308678244,0.627940135818932
0.27172786855506664,0.6246418547005431
0.2707192362315664,0.6214834864012462
0.26973272135223436,0.6183564801773584
0.2687599299656368,0.6152378624559428
0.2678471293678838,0.6121874930457853
0.2669149699825473,0.6091476304724988
0.26602456546184766,0.606222516431037
0.2650689960544853,0.6031812767150164
0.2641608529487912,0.6001589982264496
0.26329727865334324,0.5973916971834033
0.26246706486544297,0.5946924421060187
0.2615897606703321,0.5919122161253618
0.26073115254243034,0.58904525133338
0.25987362952199755,0.586290816376406
0.25901383331980843,0.5835221958690833
0.25816863168820714,0.5808703458596695
0.25734296265642015,0.5781792756450174
0.2565995889733337,0.5757347358481337
0.25582868668411707,0.573160281335701
0.2550150505229967,0.5705723007804385
0.2542664590191593,0.5681286346088313
0.2535176096892519,0.5657246789845908
0.252782453692606,0.5633497668167408
0.25202342961282403,0.560868851430943
0.2512874595004622,0.5584993798959744
0.25057678240230796,0.5561356690307107
0.2498462753631038,0.5538083105705673
0.24917958725377357,0.5515568912166969
0.24851238876003234,0.5493033385135099
0.24787838892333336,0.5471536133397299
0.24717128771177316,0.5449114737870362
0.24649546712894427,0.542724300451193
0.24587102625373838,0.5406796671098997
0.24522550999570586,0.5386167835529808
0.2445883168951853,0.5365103567225604
0.24397359613116004,0.5344661700253551
0.24332376025654617,0.5322976438027851
0.24272585202743743,0.5303435134557657
0.24208320680970466,0.5283245370082682
0.24147831970779055,0.5263763638704011
0.2408498315977698,0.524440693514106
0.24023492887971756,0.5224443593425018
0.23964578280967475,0.5204833630951982
0.23907638112360247,0.5186623849647345
0.23850083157265556,0.5168067864363624
0.23793097118986087,0.5148928807621032
0.23740581841476815,0.5131458775993026
0.23684297993750816,0.5112860319767957
0.2363176716514299,0.5094810022518498
0.23576278741336468,0.5076648220793463
0.23523152006807613,0.5058461859042555
0.23470158920432116,0.5040164736901906
0.23419728703082268,0.5022864243707392
0.23369827889547765,0.5006130310701491
0.233187195927071,0.4989285768593282
0.23270160409703658,0.49731924038101677
0.2322270996248047,0.4956817425542819
0.23171488204403767,0.4940014663841683
0.23124721355319494,0.4923819592196621
0.23076947192414177,0.4908318908217032
0.23030334148755613,0.48924035609515587
0.2298394548120239,0.4877378890487669
0.22938130126042022,0.4861326279992443
0.22891451273533417,0.4845979784846761
0.2284593282707373,0.4830989809621613
0.22802889486751546,0.4816256810698989
0.22755497921506673,0.48007151745963933
0.22712553982983427,0.4785917902489562
0.22671197792963307,0.47711510914290367
0.22629073416260656,0.47573189522342063
0.2258930714030005,0.47432703890624817
0.22546759841557973,0.47294242554564025
0.2250498038953879,0.4715598641857967
0.22463891075228123,0.4702254208747068
0.2242534070725961,0.4689059247178605
0.22385805450407978,0.46757220799418925
0.2234626130350462,0.4662761416215663
0.22306433577878024,0.4649030990785225
0.2226664375456633,0.46353499341155335
0.22230280961872556,0.4622779264717839
0.2219052465962112,0.4610158724690952
0.22150076692233478,0.4597485072953322
0.22114335745775643,0.4584683209812445
0.22080460382795222,0.45727810850942546
0.22040647735644942,0.45598295601333527
0.22002188927020006,0.454659277650122
0.21966629577019742,0.45338682460845686
0.21930745754389633,0.4521592443625908
0.21895615155453152,0.4510047828225805
0.21862559383988583,0.4498537789839063
0.21828237792085947,0.44868720147851787
0.21796357041757236,0.44757347207114
0.21763291794286474,0.446462657326344
0.21728348502403308,0.44528305238746524
0.2169559608020708,0.44414012983074597
0.2166437752486091,0.44309561026382416
0.21630637241051975,0.4419306520125987
0.2159852134197207,0.4408548413731859
0.21566217525722234,0.4397492030353897
0.21533569743712425,0.43865053388881187
0.21500618269497446,0.43755963361644734
0.21470109719308714,0.43651015764275913
0.21440517201541656,0.4354795115744326
0.21409189517263638,0.4343706480087406
0.21377710829472493,0.43330221475766456
0.21349282757432222,0.4323477337071842
0.21320201603617314,0.4313405740093082
0.21290801174312965,0.43029145859217877
0.21263061599675867,0.42931308472503876
0.21233982167858614,0.4282986330519966
0.21205179692561846,0.42732341395614537
0.21176322405486747,0.426328981125557
0.21147068992048906,0.42532255042725275
0.21120274780231357,0.4243494395446249
0.21093251141269237,0.4234443629936419
0.21066059703970147,0.42249651193468324
0.21039799536801354,0.4216159716033327
0.21013185544873395,0.42071377818816447
0.2098339060540275,0.4197176821115229
0.20957223342603679,0.4188299363030244
0.20930624113518093,0.4179102643792391
0.2090395938794139,0.41702804756543976
0.20878420538369655,0.4161818466394241
0.20851333785898102,0.4152552290001995
0.2082473901245741,0.4143559261660268
0.20800373391201987,0.41348998430570466
0.20774782927292512,0.4125830343244366
0.2074978389423323,0.4117344632164139
0.2072351001933136,0.4108412675842443
0.20696756368841712,0.409980292630183
0.20672779268697877,0.40914870769139394
0.2064576194026364,0.4082555068011031
0.20622709897464947,0.40744250712951247
0.20597477665224997,0.4065598848671419
0.20572372952600068,0.40572890600225137
0.20548665774421945,0.4049158256713471
0.20523667781161897,0.4040490972439834
0.20500811019207654,0.40323373990741057
0.20477275186704386,0.4024099237228007
0.2045376383346987,0.40161392319720146
0.20431230921566226,0.40085028238938997
0.20410033234208227,0.40010541314115344
